complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company,state,product_category
10000683,2024-04-17,Citi Double Cash,,High interest rate,Rate increased without notice,"The rewards program on my Citi Double Cash card was changed without notice. Chase devalued the points by nearly 38%, making the annual fee of $395 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",Chase,OR,Credit Card
10002002,2025-10-17,Wire Transfer,,Delayed transfer,Transfer taking too long,I accidentally sent $500 to the wrong person through Wire Transfer via Venmo. I realized the error within 76 minutes and immediately contacted them to cancel. They said the transaction was already completed and they cannot reverse it. They suggested I 'ask the recipient nicely' to send it back. This is an unacceptable response for such a large amount.,Venmo,CA,Money Transfer
10001256,2024-11-05,Synchrony Savings,,Poor customer service,Long wait times,I tried to withdraw $250 from my Synchrony Savings at Discover and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 6 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Discover,TN,Savings Account
10000985,2025-04-10,Prosper Loan,,High interest rate,Rate increased without notice,"Goldman Sachs sold my Prosper Loan loan to a third-party debt collector without notifying me. The collector is now adding additional fees and interest that were not part of my original agreement. They call me 6 times per day, including on weekends, and have been rude and threatening. This is harassment and a violation of fair debt collection practices.",Goldman Sachs,OK,Personal Loan
10001884,2025-05-06,Venmo,,Delayed transfer,Transfer taking too long,"My account was frozen by Zelle after I made a Venmo transfer of $250. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 2 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Zelle,OH,Money Transfer
10000141,2023-04-03,Chase Sapphire,,Billing dispute,Charges not recognized,I noticed a charge of $3000 on my Chase Sapphire statement from 2025-11-27. I did not authorize this transaction and have been trying to resolve it with Citibank for 5 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Citibank,IN,Credit Card
10001879,2025-05-12,Venmo,,Delayed transfer,Transfer taking too long,I sent $750 via Venmo through Western Union to pay my landlord. The money was deducted from my account but never received by the recipient. It has been 3 weeks and Western Union has not been able to locate the funds or provide a refund. I am now at risk of eviction because my rent appears unpaid.,Western Union,CT,Money Transfer
10001743,2024-03-22,Marcus Savings,,Poor customer service,Long wait times,"I have been trying to reach Chase's customer service about an issue with my Marcus Savings for 5 weeks. Wait times exceed 58 minutes, and I have been disconnected 10 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Chase,CT,Savings Account
10001386,2024-03-15,Marcus Savings,,Poor customer service,Long wait times,"Ally Bank closed my Marcus Savings account without warning, citing 'business reasons.' I had $1000 in the account and it took 1 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 9 years with no suspicious activity on the account.",Ally Bank,MA,Savings Account
10002055,2023-04-26,PayPal,,Delayed transfer,Transfer taking too long,"I initiated an international transfer of $5000 through PayPal's PayPal service. The estimated delivery was 7 days, but after 3 weeks the money has still not arrived. Each time I call, they say it is 'being processed.' Meanwhile, the exchange rate has changed significantly, costing me an additional $100 in value.",PayPal,TX,Money Transfer
10001434,2023-12-06,Marcus Savings,,Unauthorized access,Security breach,"I opened a Marcus Savings with Chase because they advertised a 20.4% APY. After three months, the rate was quietly dropped to 8.6% without notification. When I called, they said the promotional rate had expired, but this was never clearly communicated at account opening. I moved $2500 into this account specifically for the higher rate.",Chase,KY,Savings Account
10001224,2025-11-03,Ally Savings,,Poor customer service,Long wait times,I tried to withdraw $2000 from my Ally Savings at Discover and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 4 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Discover,NY,Savings Account
10001869,2023-06-14,Chase Savings,,Low interest rate,,,Chase,PA,Savings Account
10000712,2023-06-13,Capital One Venture,,Credit limit reduction,Reduced without notice,"My Capital One Venture card from Chase suddenly had its credit limit reduced from $10000 to $2500 without any prior notification. I have never missed a payment and my credit score is above 750. When I called to ask why, the representative could not give me a clear answer. This reduction has negatively affected my credit utilization ratio and dropped my score by 47 points.",Chase,KY,Credit Card
